,Description,Sentiment
743,"She's an artistic winged mermaid who hides her beauty behind a pair of thick framed spectacles.
",-0.12222222222222225
744,"She's an artistic tempestuous femme fatale who hides her beauty behind a pair of thick framed spectacles.
",-0.12222222222222225
745,"She's a sharp shooting hip hop soap star fleeing from a Satanic cult.
",-0.125
746,"She's a sharp shooting gold digging research scientist with a song in her heart and a spring in her step. 
",-0.125
747,"She's a sharp shooting bisexual snake charmer with an MBA from Harvard.
",-0.125
748,"She's a psychotic African American schoolgirl with only herself to blame
",-0.125
749,"She's a sharp shooting Buddhist socialite who can talk to animals. 
",-0.125
750,"She's a sharp shooting antique collecting magician's assistant trying to make a difference in a man's world.
",-0.125
751,"She's a sharp shooting goth doctor fleeing from a Satanic cult
",-0.125
752,"She's a bloodthirsty impetuous barmaid married to the Mob. 
",-0.125
753,"She's a sharp shooting wisecracking wrestler from beyond the grave
",-0.125
754,"She's a sharp shooting African American schoolgirl from a secret island of warrior women. 
",-0.13125
755,"She's a sarcastic green skinned traffic cop who inherited a spooky stately manor from her late maiden aunt.
",-0.13333333333333333
756,"She's a warm hearted winged magician's assistant in the wrong place at the wrong time,
",-0.13333333333333333
757,"She's a blind gold digging single mother from a family of eight older brothers.
",-0.1349206349206349
758,"She's a hard bitten motormouth magician's assistant from a different time and place. 
",-0.14583333333333334
759,"She's a hard bitten French Canadian mermaid from Mars. 
",-0.14583333333333334
760,"She's a provocative blonde bounty hunter who inherited a spooky stately manor from her late maiden aunt
",-0.15
761,"She's a sarcastic insomniac angel from a secret island of warrior women. 
",-0.15000000000000002
762,"She's a mentally unstable hypochondriac nun with a knack for trouble
",-0.15000000000000002
763,"She's a sharp shooting mutant Hell's Angel from beyond the grave They fight crime!
",-0.15625
764,"She's a violent African American advertising executive from a family of eight older brothers
",-0.15833333333333335
765,"She's a sharp shooting bisexual hooker with a knack for trouble
",-0.1625
766,"She's an elegant renegade magician's assistant in the wrong place at the wrong time.
",-0.16666666666666666
767,"She's a bloodthirsty insomniac opera singer looking for love in all the wrong places.
",-0.16666666666666666
768,"She's an orphaned cigar chomping safe cracker in the wrong place at the wrong time. 
",-0.16666666666666666
769,"She's a cold hearted cat loving nun operating on the wrong side of the law.
",-0.16666666666666666
770,"She's a vivacious kleptomaniac safe cracker in the wrong place at the wrong time. 
",-0.16666666666666666
771,"She's a disco crazy blonde opera singer who don't take no shit from nobody,
",-0.16666666666666666
772,"She's a bloodthirsty hypochondriac widow from a family of eight older brothers
",-0.16666666666666669
773,"She's a blind motormouth femme fatale from a family of eight older brothers. 
",-0.16666666666666669
774,"She's a supernatural gypsy angel from the wrong side of the tracks.
",-0.16666666666666669
775,"She's a disco crazy foul mouthed angel married to the Mob. 
",-0.175
776,"She's a disco crazy cigar chomping wrestler married to the Mob. 
",-0.175
777,"She's a cynical renegade detective married to the Mob. 
",-0.175
778,"She's a supernatural renegade cab driver who hides her beauty behind a pair of thick framed spectacles
",-0.1777777777777778
779,"She's a high kicking Buddhist cab driver who hides her beauty behind a pair of thick framed spectacles. 
",-0.18000000000000002
780,"She's a blind junkie stripper living homeless in New York's sewers. 
",-0.18181818181818182
781,"She's a blind communist doctor living homeless in New York's sewers.
",-0.18181818181818182
782,"She's a bloodthirsty tempestuous nun living homeless in New York's sewers. 
",-0.18181818181818182
783,"She's a strong willed kleptomaniac nun in the wrong place at the wrong time. 
",-0.18888888888888888
784,"She's a cynical African American pearl diver with a birthmark shaped like Liberty's torch
",-0.19999999999999998
785,"She's a radical belly dancing queen of the dead on the trail of a serial killer. 
",-0.2
786,"She's a bloodthirsty antique collecting snake charmer who don't take no shit from nobody
",-0.2
787,"She's a green fingered winged schoolgirl who believes she is the reincarnation of an ancient Egyptian queen
",-0.2
788,"She's a chain smoking Bolivian queen of the dead living on borrowed time. 
",-0.2
789,"She's a green fingered thirtysomething vampire with someone else's memories. 
",-0.2
790,"She's a green fingered communist femme fatale with a knack for trouble
",-0.2
791,"She's a green fingered impetuous barmaid from beyond the grave
",-0.2
792,"She's a vivacious streetsmart queen of the dead with someone else's memories. 
",-0.2
793,"She's a vivacious paranoid archaeologist with a knack for trouble. 
",-0.2
794,"She's a green fingered streetsmart nun who believes she is the reincarnation of an ancient Egyptian queen.
",-0.2
795,"She's a sarcastic kleptomaniac traffic cop operating on the wrong side of the law
",-0.2
796,"She's a green fingered punk detective who believes she is the reincarnation of an ancient Egyptian queen.
",-0.2
797,"She's a green fingered impetuous nun with the power to see death.
",-0.2
798,"She's a tortured tempestuous bounty hunter with a knack for trouble. 
",-0.2
799,"She's a tortured mute queen of the dead from Mars
",-0.2
800,"She's a man hating kleptomaniac queen of the dead with a birthmark shaped like Liberty's torch. 
",-0.2
801,"She's a green fingered tempestuous schoolgirl with a knack for trouble.
",-0.2
802,"She's a warm hearted mutant doctor with an evil twin sister
",-0.2
803,"She's a mentally unstable goth femme fatale who inherited a spooky stately manor from her late maiden aunt,
",-0.2
804,"She's a mistrustful tomboy politician with a knack for trouble. 
",-0.2
805,"She's an orphaned cat loving college professor with an evil twin sister. 
",-0.2
806,"She's a bloodthirsty African American bodyguard who inherited a spooky stately manor from her late maiden aunt. 
",-0.2
807,"She's a scantily clad mute traffic cop with a knack for trouble. 
",-0.2
808,"She's a green fingered Buddhist research scientist with the power to bend men's minds.
",-0.2
809,"She's a green fingered kleptomaniac college professor on her way to prison for a murder she didn't commit.
",-0.2
810,"She's an enchanted gypsy politician with a knack for trouble. 
",-0.2
811,"She's a ditzy cat loving politician with an evil twin sister. 
",-0.2
812,"She's a green fingered motormouth traffic cop with an MBA from Harvard
",-0.2
813,"She's a green fingered mutant snake charmer on her way to prison for a murder she didn't commit. 
",-0.2
814,"She's a sharp shooting blonde pearl diver who hides her beauty behind a pair of thick framed spectacles. 
",-0.20625000000000002
815,"She's a disco crazy antique collecting schoolgirl from a family of eight older brothers. 
",-0.21666666666666667
816,"She's a cynical hypochondriac advertising executive living homeless in New York's sewers.
",-0.2318181818181818
817,"She's a cold hearted motormouth Valkyrie living homeless in New York's sewers. 
",-0.2318181818181818
818,"She's a psychotic blonde journalist with a knack for trouble
",-0.2333333333333333
819,"She's a hard bitten green skinned museum curator who can talk to animals
",-0.24583333333333335
820,"She's a hard bitten gold digging wrestler with a knack for trouble. 
",-0.24583333333333335
821,"She's a cosmopolitan hip hop wrestler operating on the wrong side of the law. 
",-0.25
822,"She's a foxy French Canadian widow from the wrong side of the tracks. 
",-0.25
823,"She's a psychotic nymphomaniac vampire with only herself to blame. 
",-0.25
824,"She's a blind wisecracking bounty hunter from a different time and place.
",-0.25
825,"She's a vivacious red headed stripper from the wrong side of the tracks. 
",-0.25
826,"She's a ditzy blonde wrestler from the wrong side of the tracks. 
",-0.25
827,"She's a mentally unstable nymphomaniac femme fatale from a secret island of warrior women.
",-0.25
828,"She's a transdimensional green skinned soap star who inherited a spooky stately manor from her late maiden aunt
",-0.25
829,"She's a bloodthirsty French Canadian mermaid in the witness protection scheme
",-0.25
830,"She's a bloodthirsty paranoid wrestler from a different time and place
",-0.25
831,"She's a psychotic wisecracking detective from aristocratic European stock. 
",-0.25
832,"She's a blind out of work doctor from aristocratic European stock,
",-0.25
833,"She's a virginal snooty queen of the dead who inherited a spooky stately manor from her late maiden aunt. 
",-0.25
834,"She's a bloodthirsty red headed politician fleeing from a Satanic cult
",-0.25
835,"She's a bloodthirsty motormouth lawyer from aristocratic European stock. 
",-0.25
836,"She's a time travelling French Canadian bounty hunter operating on the wrong side of the law
",-0.25
837,"She's a green fingered green skinned queen of the dead who hides her beauty behind a pair of thick framed spectacles. 
",-0.26
838,"She's a cold hearted African American politician who hides her beauty behind a pair of thick framed spectacles. 
",-0.26
839,"She's a sharp shooting psychic widow from a secret island of warrior women. 
",-0.2625
840,"She's a mentally unstable hypochondriac bounty hunter who hides her beauty behind a pair of thick framed spectacles
",-0.26666666666666666
841,"She's a mentally unstable goth Valkyrie who hides her beauty behind a pair of thick framed spectacles. 
",-0.26666666666666666
842,"She's a supernatural impetuous fairy princess in the wrong place at the wrong time
",-0.2777777777777778
843,"She's a supernatural antique collecting stripper in the wrong place at the wrong time.
",-0.2777777777777778
844,"She's a strong willed kleptomaniac politician with an evil twin sister. 
",-0.2833333333333333
845,"She's a hard bitten kleptomaniac advertising executive from beyond the grave 
",-0.2916666666666667
846,"She's a hard bitten mutant angel on the trail of a serial killer.
",-0.2916666666666667
847,"She's a hard bitten mute Valkyrie who believes she is the reincarnation of an ancient Egyptian queen.
",-0.2916666666666667
848,"She's a hard bitten tomboy museum curator with an MBA from Harvard. 
",-0.2916666666666667
849,"She's a hard bitten wisecracking wrestler trying to make a difference in a man's world.
",-0.2916666666666667
850,"She's a hard bitten psychic widow with someone else's memories,
",-0.2916666666666667
851,"She's a hard bitten goth socialite with a birthmark shaped like Liberty's torch. 
",-0.2916666666666667
852,"She's a hard bitten cigar chomping museum curator living on borrowed time
",-0.2916666666666667
853,"She's a hard bitten mute college professor on her way to prison for a murder she didn't commit
",-0.2916666666666667
854,"She's a hard bitten junkie museum curator on the trail of a serial killer. 
",-0.2916666666666667
855,"She's a hard bitten gold digging schoolgirl from Mars
",-0.2916666666666667
856,"She's a hard bitten snooty mechanic with a song in her heart and a spring in her step. 
",-0.2916666666666667
857,"She's a hard bitten mutant snake charmer in the witness protection scheme. 
",-0.2916666666666667
858,"She's a hard bitten goth femme fatale prone to fits of savage, blood crazed rage. 
",-0.2916666666666667
859,"She's a hard bitten winged detective living on borrowed time. 
",-0.2916666666666667
860,"She's a foxy antique collecting bounty hunter who inherited a spooky stately manor from her late maiden aunt
",-0.3
861,"She's a cynical thirtysomething lawyer from aristocratic European stock. 
",-0.3
862,"She's a disco crazy punk pearl diver from aristocratic European stock
",-0.3
863,"She's an orphaned goth detective who inherited a spooky stately manor from her late maiden aunt
",-0.3
864,"She's a cold hearted foul mouthed magician's assistant with only herself to blame
",-0.3
865,"She's a chain smoking hypochondriac lawyer who inherited a spooky stately manor from her late maiden aunt.
",-0.3
866,"She's an orphaned winged college professor who inherited a spooky stately manor from her late maiden aunt. 
",-0.3
867,"She's a mentally unstable paranoid opera singer operating on the wrong side of the law. 
",-0.3
868,"She's a tortured bisexual snake charmer who inherited a spooky stately manor from her late maiden aunt.
",-0.3
869,"She's a cold hearted cigar chomping bounty hunter with only herself to blame.
",-0.3
870,"She's a cynical blonde politician on the trail of a serial killer. 
",-0.3
871,"She's a time travelling tempestuous Hell's Angel who inherited a spooky stately manor from her late maiden aunt,
",-0.3
872,"She's a disco crazy psychic archaeologist with only herself to blame.
",-0.3
873,"She's a cold hearted thirtysomething politician from aristocratic European stock.
",-0.3
874,"She's a cynical French Canadian angel in the witness protection scheme. 
",-0.3
875,"She's a time travelling tempestuous traffic cop who inherited a spooky stately manor from her late maiden aunt. 
",-0.3
876,"She's a cold hearted French Canadian fairy princess who believes she is the reincarnation of an ancient Egyptian queen.
",-0.3
877,"She's a cynical blonde lawyer who believes she is the reincarnation of an ancient Egyptian queen.
",-0.3
878,"She's a radical nymphomaniac hooker who inherited a spooky stately manor from her late maiden aunt. 
",-0.3
879,"She's a violent cat loving magician's assistant in the wrong place at the wrong time. 
",-0.30000000000000004
880,"She's a plucky green skinned snake charmer who hides her beauty behind a pair of thick framed spectacles. 
",-0.30000000000000004
881,"She's a chain smoking extravagent queen of the dead who hides her beauty behind a pair of thick framed spectacles
",-0.30000000000000004
882,"She's a violent foul mouthed college professor from a family of eight older brothers.
",-0.3166666666666667
883,"She's a violent extravagent socialite from a family of eight older brothers. 
",-0.3166666666666667
884,"She's a virginal African American cab driver with an evil twin sister,
",-0.3333333333333333
885,"She's an artistic insomniac opera singer with an evil twin sister
",-0.33333333333333337
886,"She's a pregnant Buddhist mercenary with an evil twin sister
",-0.33333333333333337
887,"She's a cold hearted renegade single mother in the witness protection scheme
",-0.3357142857142857
888,"She's a bloodthirsty Buddhist mechanic with a knack for trouble
",-0.35
889,"She's a time travelling green skinned college professor from the wrong side of the tracks,
",-0.35
890,"She's a blind paranoid advertising executive with a knack for trouble.
",-0.35
891,"She's a green fingered junkie doctor from the wrong side of the tracks
",-0.35
892,"She's a virginal nymphomaniac queen of the dead operating on the wrong side of the law
",-0.35
893,"She's a provocative belly dancing mercenary who hides her beauty behind a pair of thick framed spectacles
",-0.35000000000000003
894,"She's a virginal bisexual detective who hides her beauty behind a pair of thick framed spectacles
",-0.35000000000000003
895,"She's a foxy Buddhist opera singer who hides her beauty behind a pair of thick framed spectacles. 
",-0.35000000000000003
896,"She's a man hating communist pearl diver who hides her beauty behind a pair of thick framed spectacles. 
",-0.35000000000000003
897,"She's a radical impetuous soap star who hides her beauty behind a pair of thick framed spectacles.
",-0.35000000000000003
898,"She's a man hating thirtysomething soap star who hides her beauty behind a pair of thick framed spectacles.
",-0.35000000000000003
899,"She's a man hating cigar chomping soap star who hides her beauty behind a pair of thick framed spectacles. 
",-0.35000000000000003
900,"She's a virginal tempestuous lawyer who hides her beauty behind a pair of thick framed spectacles.
",-0.35000000000000003
901,"She's an orphaned paranoid snake charmer who hides her beauty behind a pair of thick framed spectacles,
",-0.35000000000000003
902,"She's a transdimensional goth stripper who hides her beauty behind a pair of thick framed spectacles
",-0.35000000000000003
903,"She's a time travelling junkie fairy princess who hides her beauty behind a pair of thick framed spectacles
",-0.35000000000000003
904,"She's a transdimensional foul mouthed opera singer who hides her beauty behind a pair of thick framed spectacles. 
",-0.35000000000000003
905,"She's a transdimensional hypochondriac mercenary who hides her beauty behind a pair of thick framed spectacles. 
",-0.35000000000000003
906,"She's a hard bitten hip hop fairy princess from beyond the grave They fight crime!
",-0.36458333333333337
907,"She's a violent blonde mercenary who inherited a spooky stately manor from her late maiden aunt. 
",-0.3666666666666667
908,"She's a cynical thirtysomething queen of the dead who inherited a spooky stately manor from her late maiden aunt. 
",-0.3666666666666667
909,"She's a sharp shooting extravagent journalist in the wrong place at the wrong time. 
",-0.375
910,"She's a violent Bolivian single mother who inherited a spooky stately manor from her late maiden aunt.
",-0.3904761904761905
911,"She's a hard bitten motormouth college professor operating on the wrong side of the law. 
",-0.39583333333333337
912,"She's a hard bitten gypsy mermaid operating on the wrong side of the law
",-0.39583333333333337
913,"She's a foxy nymphomaniac socialite from a secret island of warrior women. 
",-0.4
914,"She's a disco crazy green skinned vampire on the trail of a serial killer.
",-0.4
915,"She's a disco crazy psychic angel with a knack for trouble.
",-0.4
916,"She's a tortured motormouth mercenary from a secret island of warrior women. 
",-0.4
917,"She's a violent French Canadian college professor prone to fits of savage, blood crazed rage. 
",-0.4
918,"She's a man hating impetuous journalist from a secret island of warrior women
",-0.4
919,"She's a radical goth Valkyrie from a secret island of warrior women
",-0.4
920,"She's a psychotic punk wrestler who inherited a spooky stately manor from her late maiden aunt.
",-0.4
921,"She's a plucky Buddhist widow from a secret island of warrior women. 
",-0.4
922,"She's a tortured foul mouthed femme fatale from a secret island of warrior women. 
",-0.4
923,"She's a radical belly dancing traffic cop from a secret island of warrior women. 
",-0.4
924,"She's a vivacious psychic magician's assistant from a secret island of warrior women,
",-0.4
925,"She's a chain smoking psychic museum curator from a secret island of warrior women.
",-0.4
926,"She's a plucky hypochondriac Valkyrie from a secret island of warrior women. 
",-0.4
927,"She's a psychotic impetuous detective who hides her beauty behind a pair of thick framed spectacles. 
",-0.4000000000000001
928,"She's a supernatural gold digging mermaid with an evil twin sister.
",-0.4166666666666667
929,"She's a hard bitten wisecracking femme fatale in the wrong place at the wrong time. 
",-0.4305555555555556
930,"She's a disco crazy bisexual Valkyrie who hides her beauty behind a pair of thick framed spectacles. 
",-0.43333333333333335
931,"She's a cynical hip hop Valkyrie who hides her beauty behind a pair of thick framed spectacles. 
",-0.43333333333333335
932,"She's a violent nymphomaniac single mother on the trail of a serial killer.
",-0.4357142857142857
933,"She's a cold hearted antique collecting socialite who inherited a spooky stately manor from her late maiden aunt.
",-0.44999999999999996
934,"She's a blind belly dancing advertising executive from a secret island of warrior women.
",-0.45
935,"She's a psychotic Buddhist stripper from a secret island of warrior women. 
",-0.45
936,"She's a violent Bolivian wrestler with a knack for trouble.
",-0.5
937,"She's a psychotic renegade politician prone to fits of savage, blood crazed rage.
",-0.5
938,"She's a violent green skinned nun in the wrong place at the wrong time.
",-0.5
939,"She's a scantily clad nymphomaniac schoolgirl from the wrong side of the tracks. 
",-0.5
940,"She's a blind tomboy archaeologist operating on the wrong side of the law. 
",-0.5
941,"She's an orphaned communist traffic cop from the wrong side of the tracks.
",-0.5
942,"She's a manipulative antique collecting wrestler from the wrong side of the tracks.
",-0.5
943,"She's a virginal hypochondriac hooker operating on the wrong side of the law. 
",-0.5
944,"She's a psychotic punk research scientist in the witness protection scheme
",-0.5
945,"She's a psychotic antique collecting barmaid living on borrowed time. 
",-0.5
946,"She's a cynical mute wrestler from a secret island of warrior women. 
",-0.5
947,"She's a virginal hypochondriac nun in the wrong place at the wrong time. 
",-0.5
948,"She's a mistrustful bisexual wrestler operating on the wrong side of the law,
",-0.5
949,"She's a blind mute advertising executive who believes she is the reincarnation of an ancient Egyptian queen. 
",-0.5
950,"She's a psychotic motormouth soap star from out of town.
",-0.5
951,"She's a virginal communist Valkyrie operating on the wrong side of the law.
",-0.5
952,"She's a bloodthirsty punk archaeologist from beyond the grave
",-0.5
953,"She's a mistrustful wisecracking magician's assistant operating on the wrong side of the law,
",-0.5
954,"She's a bloodthirsty wisecracking nun with the power to bend men's minds
",-0.5
955,"She's a vivacious foul mouthed fairy princess in the wrong place at the wrong time,
",-0.5
956,"She's a blind motormouth barmaid from beyond the grave 
",-0.5
957,"She's a psychotic insomniac mechanic trying to make a difference in a man's world
",-0.5
958,"She's a man hating wisecracking detective in the wrong place at the wrong time
",-0.5
959,"She's a bloodthirsty tempestuous angel with someone else's memories.
",-0.5
960,"She's a blind out of work barmaid with a flame thrower.
",-0.5
961,"She's a plucky nymphomaniac traffic cop operating on the wrong side of the law. 
",-0.5
962,"She's a bloodthirsty tomboy bodyguard operating on the wrong side of the law. 
",-0.5
963,"She's a radical out of work snake charmer operating on the wrong side of the law. 
",-0.5
964,"She's a radical tomboy advertising executive from the wrong side of the tracks. 
",-0.5
965,"She's a radical punk detective from the wrong side of the tracks. 
",-0.5
966,"She's a blind tempestuous soap star who believes she is the reincarnation of an ancient Egyptian queen.
",-0.5
967,"She's a scantily clad foul mouthed barmaid operating on the wrong side of the law. 
",-0.5
968,"She's a chain smoking tempestuous lawyer operating on the wrong side of the law. 
",-0.5
969,"She's a violent extravagent soap star with a knack for trouble. 
",-0.5
970,"She's a chain smoking extravagent magician's assistant operating on the wrong side of the law.
",-0.5
971,"She's a time travelling insomniac advertising executive from the wrong side of the tracks.
",-0.5
972,"She's a disco crazy mute traffic cop from a secret island of warrior women. 
",-0.5
973,"She's a scantily clad punk socialite from the wrong side of the tracks. 
",-0.5
974,"She's a cynical wisecracking wrestler from a secret island of warrior women
",-0.5
975,"' She's a plucky insomniac traffic cop from the wrong side of the tracks
",-0.5
976,"She's a bloodthirsty renegade archaeologist who can talk to animals
",-0.5
977,"She's a psychotic kleptomaniac doctor living on borrowed time. 
",-0.5
978,"She's a bloodthirsty insomniac soap star with a song in her heart and a spring in her step
",-0.5
979,"She's a psychotic hypochondriac nun fleeing from a Satanic cult. 
",-0.5
980,"She's a provocative gold digging fairy princess from the wrong side of the tracks. 
",-0.5
981,"She's a plucky tempestuous barmaid from the wrong side of the tracks
",-0.5
982,"She's a blind thirtysomething mercenary from beyond the grave 
",-0.5
983,"She's an orphaned cigar chomping doctor in the wrong place at the wrong time.
",-0.5
984,"She's a bloodthirsty psychic angel fleeing from a Satanic cult.
",-0.5
985,"She's a blind tomboy mermaid on the trail of a serial killer. 
",-0.5
986,"She's a chain smoking hypochondriac politician operating on the wrong side of the law. 
",-0.5
987,"She's a blind Bolivian bounty hunter from the wrong side of the tracks. 
",-0.5
988,"She's a plucky antique collecting journalist from the wrong side of the tracks. 
",-0.5
989,"She's a plucky psychic politician from the wrong side of the tracks
",-0.5
990,"She's a psychotic foul mouthed Hell's Angel from out of town
",-0.5
991,"She's a virginal tempestuous widow in the wrong place at the wrong time. 
",-0.5
992,"She's an enchanted Buddhist barmaid operating on the wrong side of the law. 
",-0.5
993,"She's a blind mutant cab driver in the witness protection scheme,
",-0.5
994,"She's a cynical renegade nun from the wrong side of the tracks.
",-0.55
995,"She's a cold hearted communist fairy princess operating on the wrong side of the law. 
",-0.55
996,"She's a disco crazy psychic traffic cop from the wrong side of the tracks.
",-0.55
997,"She's a cold hearted mute soap star operating on the wrong side of the law
",-0.55
998,"She's a sharp shooting gypsy advertising executive with an evil twin sister.
",-0.5625
999,"She's a cynical gold digging nun prone to fits of savage, blood crazed rage
",-0.6
1000,"She's a cold hearted tempestuous schoolgirl living on borrowed time. 
",-0.6
1001,"She's a cold hearted punk college professor with a song in her heart and a spring in her step
",-0.6
1002,"She's a cynical out of work lawyer with someone else's memories. 
",-0.6
1003,"She's a cold hearted wisecracking femme fatale with the power to see death. 
",-0.6
1004,"She's a cold hearted thirtysomething fairy princess with a flame thrower. 
",-0.6
1005,"She's a disco crazy antique collecting college professor with the power to bend men's minds.
",-0.6
1006,"She's a cynical belly dancing opera singer fleeing from a Satanic cult.
",-0.6
1007,"She's a cynical communist magician's assistant from beyond the grave.
",-0.6
1008,"She's a cold hearted hip hop museum curator with an MBA from Harvard,
",-0.6
1009,"She's a cold hearted goth snake charmer from out of town. 
",-0.6
1010,"She's a cynical communist Valkyrie fleeing from a Satanic cult.
",-0.6
1011,"She's a disco crazy winged magician's assistant from out of town. 
",-0.6
1012,"She's a cynical communist detective with someone else's memories. 
",-0.6
1013,"She's a man hating green skinned soap star with an evil twin sister
",-0.6
1014,"She's a disco crazy paranoid magician's assistant in the witness protection scheme. 
",-0.6
1015,"She's a cynical extravagent mercenary with the power to see death
",-0.6
1016,"She's a cold hearted foul mouthed advertising executive with the power to see death.
",-0.6
1017,"She's a cynical insomniac wrestler in the witness protection scheme. 
",-0.6
1018,"She's a disco crazy mutant archaeologist with a birthmark shaped like Liberty's torch
",-0.6
1019,"She's a cold hearted goth barmaid on the trail of a serial killer
",-0.6
1020,"She's a cynical punk traffic cop living on borrowed time. 
",-0.6
1021,"She's a cynical cigar chomping soap star with someone else's memories,
",-0.6
1022,"She's a cold hearted nymphomaniac opera singer from out of town
",-0.6
1023,"She's a disco crazy motormouth magician's assistant from beyond the grave
",-0.6
1024,"She's a disco crazy goth cab driver on her way to prison for a murder she didn't commit
",-0.6
1025,"She's a cynical thirtysomething doctor with a flame thrower. 
",-0.6
1026,"She's a cynical gold digging lawyer who can talk to animals. 
",-0.6
1027,"She's a cold hearted tomboy college professor with the power to bend men's minds. 
",-0.6
1028,She's a cynical belly dancing bodyguard in the witness protection scheme. ,-0.6
1029,"She's a disco crazy bisexual femme fatale with a birthmark shaped like Liberty's torch.
",-0.6
1030,"She's a cynical wisecracking socialite from beyond the grave
",-0.6
1031,"She's a disco crazy kleptomaniac pearl diver fleeing from a Satanic cult. 
",-0.6
1032,"She's a cold hearted renegade vampire on the trail of a serial killer.
",-0.6
1033,"She's a cynical winged advertising executive prone to fits of savage, blood crazed rage
",-0.6
1034,"She's a cynical gypsy pearl diver with the power to bend men's minds.
",-0.6
1035,"She's a violent mute femme fatale from a secret island of warrior women. 
",-0.6000000000000001
1036,"She's a bloodthirsty snooty barmaid with an evil twin sister. 
",-0.75
1037,"She's a violent belly dancing politician with a flame thrower. 
",-0.8
1038,"She's a violent goth archaeologist with a flame thrower.
",-0.8
1039,"She's a violent cigar chomping journalist with a song in her heart and a spring in her step. 
",-0.8
1040,"She's a violent kleptomaniac detective who can talk to animals.
",-0.8
1041,"She's a violent bisexual lawyer from Mars. 
",-0.8
1042,"She's a violent extravagent detective living on borrowed time. 
",-0.8
1043,"She's a violent snooty advertising executive on her way to prison for a murder she didn't commit. 
",-0.8
1044,"She's a violent cigar chomping mermaid fleeing from a Satanic cult. 
",-0.8
1045,"She's a violent mute journalist from beyond the grave 
",-0.8
1046,"She's a violent insomniac mermaid from beyond the grave 
",-0.8
1047,"She's a provocative belly dancing socialite with an evil twin sister. 
",-1.0
1048,"She's a virginal streetsmart femme fatale with an evil twin sister. 
",-1.0
1049,"She's an orphaned mute stripper with an evil twin sister
",-1.0
1050,"She's a tortured hip hop barmaid with an evil twin sister,
",-1.0
1051,"She's a manipulative hip hop snake charmer with an evil twin sister. 
",-1.0
1052,"She's a scantily clad cigar chomping stripper with an evil twin sister. 
",-1.0
1053,"She's a mistrustful tempestuous magician's assistant with an evil twin sister. 
",-1.0
