,Description,Sentiment
766,"He's an obese Catholic filmmaker who hangs with the wrong crowd,
",-0.25
767,"He's a leather clad playboy stage actor who believes he can never love again. 
",-0.25
768,"He's a witless coffee fuelled boxer who believes he can never love again. 
",-0.25
769,"He's an all American small town vampire hunter on the wrong side of the law. 
",-0.25
770,"He's a globe trotting alcoholic shaman for the st century
",-0.25
771,"He's a scarfaced small town paramedic in a wheelchair.
",-0.25
772,"He's an underprivileged albino ex con who believes he can never love again.
",-0.25
773,"He's a maverick one eyed stage actor who believes he can never love again. 
",-0.25
774,"He's a witless small town werewolf looking for a cure to the poison coursing through his veins
",-0.25
775,"He's an immortal small town librarian on a mission from God,
",-0.25
776,"He's an obese alcoholic gangster with acid for blood,
",-0.25
777,"He's a gun slinging alcoholic grifter with no name.
",-0.25
778,"He's a sword wielding one eyed inventor who believes he can never love again.
",-0.25
779,"He's an otherworldly small town dwarf possessed of the uncanny powers of an insect.
",-0.25
780,"He's an immortal bohemian dwarf who believes he can never love again.
",-0.25
781,"He's a short sighted flyboy messiah on the wrong side of the law.
",-0.25
782,"He's a suave soccer playing paramedic who believes he can never love again. 
",-0.25
783,"He's a scarfaced hunchbacked gangster who believes he can never love again.
",-0.25
784,"He's an uncontrollable pirate master criminal in drag.
",-0.25
785,"He's a war weary alcoholic inventor who must take medication to keep him sane.
",-0.25
786,"He's a short sighted amnesiac firefighter who hangs with the wrong crowd.
",-0.25
787,"He's a witless white trash matador who hangs with the wrong crowd.
",-0.25
788,"He's a lounge singing alcoholic househusband haunted by memories of 'Nam. 
",-0.25
789,"He's an obese flyboy inventor who believes he can never love again. 
",-0.25
790,"He's a war weary small town photographer haunted by memories of 'Nam.
",-0.25
791,"He's a notorious small town romance novelist haunted by memories of 'Nam.
",-0.25
792,"He's a scarfaced white trash romance novelist who hangs with the wrong crowd. 
",-0.25
793,"He's a lonely neurotic dwarf fleeing from a secret government programme.
",-0.25
794,"He's a leather clad soccer playing senator who believes he can never love again.
",-0.25
795,"He's an impetuous arachnophobic househusband who believes he can never love again
",-0.25
796,"He's an oversexed small town assassin with acid for blood.
",-0.25
797,"He's an oversexed native American gangster on the wrong side of the law
",-0.25
798,"He's an obese small town ex con haunted by memories of 'Nam.
",-0.25
799,"He's a deeply religious shark wrestling grifter who hangs with the wrong crowd. 
",-0.25
800,"He's a witless coffee fuelled farmboy who believes he can never love again.
",-0.25
801,"He's an all American hunchbacked firefighter who hangs with the wrong crowd.
",-0.25
802,"He's a leather clad alcoholic cyborg in a wheelchair. 
",-0.25
803,"He's a notorious flyboy cyborg who believes he can never love again
",-0.25
804,"He's a sword wielding white trash rock star who hangs with the wrong crowd
",-0.25
805,"He's a time tossed ninja stage actor who believes he can never love again.
",-0.25
806,"He's an otherworldly coffee fuelled card sharp who hides his scarred face behind a mask.
",-0.2625
807,"He's an unconventional sweet toothed paranormal investigator plagued by the memory of his family's brutal murder. 
",-0.2625
808,"He's a hate fuelled native American househusband with nothing left to lose.
",-0.26666666666666666
809,"He's a hate fuelled white trash sorceror on his last day in the job
",-0.26666666666666666
810,"He's a scrappy Jewish master criminal fleeing from a secret government programme.
",-0.26666666666666666
811,"He's a fiendish Jewish Green Beret on a mission from God
",-0.26666666666666666
812,"He's a lounge singing small town Green Beret who knows the secret of the alien invasion. 
",-0.275
813,"He's a maverick pirate Green Beret who knows the secret of the alien invasion.
",-0.2833333333333334
814,"He's an obese alcoholic photographer who knows the secret of the alien invasion. 
",-0.3
815,"He's an oversexed crooked Green Beret gone bad
",-0.3
816,"He's a hate fuelled crooked hairdresser in drag.
",-0.3
817,"He's a maverick small town vagrant who knows the secret of the alien invasion.
",-0.3
818,"He's a leather clad dishevelled master criminal on a search for his missing sister
",-0.30000000000000004
819,"He's an immortal coffee fuelled Green Beret with a secret. 
",-0.30000000000000004
820,"He's a scarfaced drug addicted grifter trapped in a world he never made. 
",-0.30000000000000004
821,"He's a suicidal ninja master criminal moving from town to town, helping folk in trouble
",-0.30000000000000004
822,"He's a bookish native American romance novelist whom everyone believes is mad. 
",-0.3125
823,"He's a short sighted Republican photographer whom everyone believes is mad.
",-0.3125
824,"He's an unconventional devious card sharp who hangs with the wrong crowd.
",-0.3125
825,"He's a genetically engineered crooked rock star whom everyone believes is mad
",-0.3125
826,"He's a bookish white trash stage actor whom everyone believes is mad. 
",-0.3125
827,"He's an ungodly crooked cat burglar whom everyone believes is mad.
",-0.3125
828,"He's a shy alcoholic gangster moving from town to town, helping folk in trouble. 
",-0.31666666666666665
829,"He's a short sighted skateboarding barbarian who believes he can never love again
",-0.31666666666666665
830,"He's a jaded overambitious assassin who knows the secret of the alien invasion.
",-0.325
831,"He's an underprivileged misogynist dwarf who knows the secret of the alien invasion. 
",-0.325
832,"He's a suicidal alcoholic dog catcher who hides his scarred face behind a mask. 
",-0.325
833,"He's an impetuous day dreaming ex con who knows the secret of the alien invasion.
",-0.325
834,"He's an uncontrollable moralistic paramedic who knows the secret of the alien invasion.
",-0.325
835,"He's a leather clad zombie ex con who knows the secret of the alien invasion.
",-0.325
836,"He's a time tossed arachnophobic librarian who knows the secret of the alien invasion
",-0.325
837,"He's a jaded small town paramedic who hides his scarred face behind a mask.
",-0.325
838,"He's a maverick chivalrous waffle chef who knows the secret of the alien invasion
",-0.325
839,"He's a one legged flyboy vampire hunter who knows the secret of the alien invasion
",-0.325
840,"He's a scrappy moralistic ex con who knows the secret of the alien invasion. 
",-0.325
841,"He's a genetically engineered alcoholic cat burglar with a secret.
",-0.325
842,"He's an ungodly amnesiac messiah who knows the secret of the alien invasion.
",-0.325
843,"He's a fiendish drug addicted astronaut on his last day in the job.
",-0.3333333333333333
844,"He's a maverick drug addicted Green Beret who hides his scarred face behind a mask.
",-0.3333333333333333
845,"He's a genetically engineered crooked shaman gone bad. 
",-0.3499999999999999
846,"He's a short sighted overambitious librarian gone bad. 
",-0.3499999999999999
847,"He's a jaded crooked inventor gone bad.
",-0.3499999999999999
848,"He's a witless bohemian Green Beret on the wrong side of the law.
",-0.35
849,"He's a suicidal overambitious Green Beret who hangs with the wrong crowd
",-0.35
850,"He's a leather clad guerilla barbarian with a mysterious suitcase handcuffed to his arm.
",-0.35
851,"He's an uncontrollable coffee fuelled barbarian on his last day in the job.
",-0.35
852,"He's a one legged white trash barbarian on a mission from God.
",-0.35
853,"He's a fiendish guitar strumming card sharp fleeing from a secret government programme.
",-0.375
854,"He's a shy alcoholic librarian from the 'hood.
",-0.375
855,"He's a shy small town dog catcher haunted by memories of 'Nam
",-0.375
856,"He's a shy alcoholic cyborg from the Mississippi delta. 
",-0.375
857,"He's a gun slinging one eyed card sharp whom everyone believes is mad. 
",-0.375
858,"He's a shy moralistic dog catcher who believes he can never love again
",-0.375
859,"He's an obese small town househusband on the wrong side of the law
",-0.375
860,"He's a lounge singing alcoholic shaman who hangs with the wrong crowd. 
",-0.375
861,"He's a shy ninja assassin who knows the secret of the alien invasion
",-0.3833333333333333
862,"He's a genetically engineered alcoholic barbarian trapped in a world he never made
",-0.3833333333333333
863,"He's a shy arachnophobic waffle chef who knows the secret of the alien invasion. 
",-0.3833333333333333
864,"He's a shy drug addicted filmmaker who believes he can never love again.
",-0.3833333333333333
865,"He's an old fashioned playboy grifter plagued by the memory of his family's brutal murder. 
",-0.3875
866,"He's an old fashioned vegetarian jungle king plagued by the memory of his family's brutal murder
",-0.3875
867,"He's a shy white trash Green Beret plagued by the memory of his family's brutal murder. 
",-0.39375
868,"He's a lonely amnesiac househusband gone bad. 
",-0.3999999999999999
869,"He's an oversexed hunchbacked sorceror who hides his scarred face behind a mask.
",-0.4
870,"He's an immortal guitar strumming assassin fleeing from a secret government programme. 
",-0.4
871,"He's an otherworldly flyboy librarian fleeing from a secret government programme. 
",-0.4
872,"He's a time tossed one eyed boxer with a secret. 
",-0.4
873,"He's a lounge singing umbrella wielding househusband fleeing from a secret government programme. 
",-0.4
874,"He's a benighted day dreaming gangster who hides his scarred face behind a mask
",-0.4
875,"He's a war weary soccer playing shaman who hides his scarred face behind a mask. 
",-0.4
876,"He's a gun slinging arachnophobic vagrant with a secret. 
",-0.4
877,"He's a one legged Republican jungle king with a secret.
",-0.4
878,"He's a maverick Republican inventor who hides his scarred face behind a mask.
",-0.4
879,"He's a lounge singing Amish master criminal with no name.
",-0.4
880,"He's a jaded drug addicted grifter looking for a cure to the poison coursing through his veins
",-0.4
881,"He's a hate fuelled skateboarding dwarf with a mysterious suitcase handcuffed to his arm
",-0.4
882,"He's an oversexed drug addicted sorceror haunted by memories of 'Nam.
",-0.4
883,"He's a maverick pirate cyborg who hides his scarred face behind a mask.
",-0.4
884,"He's a scrappy guerilla dog catcher who hides his scarred face behind a mask
",-0.4
885,"He's a sword wielding arachnophobic cyborg who hides his scarred face behind a mask. 
",-0.4
886,"He's a suicidal moralistic assassin with a secret. 
",-0.4
887,"He's a one legged ninja master criminal with acid for blood,
",-0.4
888,"He's a notorious voodoo grifter with a secret.
",-0.4
889,"He's a lounge singing skateboarding boxer fleeing from a secret government programme. 
",-0.4
890,"He's an unconventional drug addicted messiah who hides his scarred face behind a mask. 
",-0.4
891,"He's an immortal bohemian stage actor with a secret,
",-0.4
892,"He's a leather clad dishevelled paramedic with a secret. 
",-0.4
893,"He's an ungodly one eyed paramedic fleeing from a secret government programme.
",-0.4
894,"He's an ungodly ninja stage actor fleeing from a secret government programme.
",-0.4
895,"He's a suicidal voodoo messiah fleeing from a secret government programme,
",-0.4
896,"He's a suicidal amnesiac werewolf who hides his scarred face behind a mask.
",-0.4
897,"He's an unconventional drug addicted cowboy who hides his scarred face behind a mask. 
",-0.4
898,"He's a hate fuelled Catholic gentleman spy possessed of the uncanny powers of an insect
",-0.4
899,"He's an otherworldly drug addicted boxer looking for a cure to the poison coursing through his veins. 
",-0.4
900,"He's a hate fuelled skateboarding matador with a mysterious suitcase handcuffed to his arm.
",-0.4
901,"He's a maverick moralistic waffle chef fleeing from a secret government programme.
",-0.4
902,"He's an obese hunchbacked cop with a secret.
",-0.4
903,"He's an underprivileged moralistic werewolf fleeing from a secret government programme.
",-0.4
904,"He's an otherworldly ninja firefighter who hides his scarred face behind a mask
",-0.4
905,"He's a suicidal misogynist master criminal on the edge.
",-0.4
906,"He's a one legged Republican stage actor with a secret. 
",-0.4
907,"He's a notorious soccer playing paramedic with a secret. 
",-0.4
908,"He's an oversexed drug addicted master criminal who must take medication to keep him sane
",-0.4
909,"He's a bookish drug addicted farmboy possessed of the uncanny powers of an insect.
",-0.4
910,"He's an impetuous flyboy senator who hides his scarred face behind a mask.
",-0.4
911,"He's a jaded drug addicted grifter haunted by memories of 'Nam.
",-0.4
912,"He's a benighted neurotic shaman who hides his scarred face behind a mask.
",-0.4
913,"He's a witless one eyed master criminal on the edge
",-0.4
914,"He's a globe trotting drug addicted hairdresser for the st century.
",-0.4
915,"He's a scrappy drug addicted paramedic who hides his scarred face behind a mask
",-0.4
916,"He's an uncontrollable ninja master criminal with a robot buddy named Sparky.
",-0.4
917,"He's a time tossed moralistic rock star with a secret. 
",-0.4
918,"He's a gun slinging day dreaming paramedic fleeing from a secret government programme. 
",-0.4
919,"He's a scarfaced drug addicted librarian possessed of the uncanny powers of an insect. 
",-0.4
920,"He's a bookish hunchbacked cowboy who hides his scarred face behind a mask.
",-0.4
921,"He's a hate fuelled Jewish senator fleeing from a secret government programme.
",-0.4000000000000001
922,"He's a fiendish alcoholic shaman fleeing from a secret government programme. 
",-0.4166666666666667
923,"He's a fiendish zombie dog catcher who knows the secret of the alien invasion,
",-0.4166666666666667
924,"He's an uncontrollable alcoholic sorceror whom everyone believes is mad. 
",-0.4375
925,"He's a leather clad Catholic boxer plagued by the memory of his family's brutal murder. 
",-0.4375
926,"He's an oversexed Jewish vampire hunter plagued by the memory of his family's brutal murder. 
",-0.4375
927,"He's an uncontrollable Catholic inventor plagued by the memory of his family's brutal murder. 
",-0.4375
928,"He's an impetuous crooked waffle chef plagued by the memory of his family's brutal murder. 
",-0.4375
929,"He's a genetically engineered misogynist Green Beret gone bad,
",-0.44999999999999996
930,"He's a benighted skateboarding barbarian on a search for his missing sister.
",-0.44999999999999996
931,"He's a shy umbrella wielding househusband who hides his scarred face behind a mask
",-0.45
932,"He's a lounge singing drug addicted grifter who hangs with the wrong crowd
",-0.45
933,"He's a hate fuelled skateboarding senator in drag.
",-0.45
934,"He's a shy neurotic cowboy with a secret.
",-0.45
935,"He's a hate fuelled voodoo paramedic in drag. 
",-0.45
936,"He's a bookish devious master criminal who hangs with the wrong crowd.
",-0.45
937,"He's a shy Catholic grifter plagued by the memory of his family's brutal murder. 
",-0.4583333333333333
938,"He's a sword wielding alcoholic filmmaker gone bad.
",-0.4749999999999999
939,"He's an unconventional skateboarding barbarian who believes he can never love again
",-0.475
940,"He's a genetically engineered alcoholic barbarian with acid for blood. 
",-0.475
941,"He's a fiendish neurotic Green Beret whom everyone believes is mad. 
",-0.47500000000000003
942,"He's an oversexed albino romance novelist on the wrong side of the law.
",-0.5
943,"He's a suave Republican messiah who hangs with the wrong crowd
",-0.5
944,"He's a scrappy day dreaming farmboy on the wrong side of the law.
",-0.5
945,"He's a notorious chivalrous waffle chef on the wrong side of the law. 
",-0.5
946,"He's an ungodly zombie werewolf who hangs with the wrong crowd
",-0.5
947,"He's an ungodly vegetarian romance novelist who hangs with the wrong crowd. 
",-0.5
948,"He's a one legged zombie cowboy who hangs with the wrong crowd.
",-0.5
949,"He's a fiendish drug addicted astronaut living undercover at Ringling Bros. Circus.
",-0.5
950,"He's a shy playboy vampire hunter from a doomed world. 
",-0.5
951,"He's an unconventional one eyed waffle chef on the wrong side of the law.
",-0.5
952,"He's a maverick devious filmmaker on the wrong side of the law.
",-0.5
953,"He's a notorious Republican firefighter who hangs with the wrong crowd.
",-0.5
954,"He's a fiendish moralistic cat burglar fleeing from a secret government programme.
",-0.5
955,"He's a shy arachnophobic firefighter in a wheelchair
",-0.5
956,He's an otherworldly albino gangster who hangs with the wrong crowd.,-0.5
957,"He's an uncontrollable neurotic senator who hangs with the wrong crowd. 
",-0.5
958,"He's an obese amnesiac boxer on the wrong side of the law
",-0.5
959,"He's a lounge singing umbrella wielding cop who hangs with the wrong crowd.
",-0.5
960,"He's a fiendish misogynist gangster fleeing from a secret government programme,
",-0.5
961,"He's a shy shark wrestling cowboy in a wheelchair. 
",-0.5
962,"He's a shy soccer playing gentleman spy with no name. 
",-0.5
963,"He's an oversexed zombie waffle chef on the wrong side of the law.
",-0.5
964,"He's a shy voodoo firefighter with no name
",-0.5
965,"He's a globe trotting zombie jungle king on the wrong side of the law.
",-0.5
966,"He's a leather clad vegetarian gangster on the wrong side of the law. 
",-0.5
967,"He's a genetically engineered moralistic rock star who hangs with the wrong crowd
",-0.5
968,"He's a fiendish dishevelled senator with a secret. 
",-0.5
969,"He's a shy playboy cat burglar with a robot buddy named Sparky. 
",-0.5
970,"He's an uncontrollable neurotic dog catcher who hangs with the wrong crowd. 
",-0.5
971,"He's an underprivileged amnesiac ex con on the wrong side of the law. 
",-0.5
972,"He's an immortal pirate filmmaker who hangs with the wrong crowd.
",-0.5
973,"He's an ungodly small town master criminal plagued by the memory of his family's brutal murder.
",-0.5083333333333333
974,"He's a scrappy drug addicted photographer whom everyone believes is mad.
",-0.5125
975,"He's a time tossed drug addicted senator whom everyone believes is mad.
",-0.5125
976,"He's an otherworldly drug addicted messiah whom everyone believes is mad. 
",-0.5125
977,"He's a gun slinging misogynist master criminal whom everyone believes is mad. 
",-0.5125
978,"He's a fiendish alcoholic ex con gone bad
",-0.5166666666666666
979,"He's a fiendish misogynist werewolf who hangs with the wrong crowd
",-0.55
980,"He's a fiendish shark wrestling gangster who hangs with the wrong crowd. 
",-0.55
981,"He's a lounge singing day dreaming barbarian fleeing from a secret government programme. 
",-0.55
982,"He's a suave Amish barbarian who hides his scarred face behind a mask.
",-0.55
983,"He's a suicidal arachnophobic barbarian who hides his scarred face behind a mask
",-0.55
984,"He's a fiendish hunchbacked messiah on the wrong side of the law
",-0.55
985,"He's an ungodly guitar strumming barbarian who hides his scarred face behind a mask. 
",-0.55
986,"He's a hate fuelled Catholic messiah plagued by the memory of his family's brutal murder.
",-0.5583333333333333
987,"He's a hate fuelled dishevelled master criminal who hangs with the wrong crowd
",-0.5666666666666668
988,"He's a fiendish Amish vagrant  
",-0.6
989,"He's a fiendish zombie farmboy living undercover at Ringling Bros. Circus,
",-0.6
990,"He's a fiendish one eyed photographer possessed of the uncanny powers of an insect. 
",-0.6
991,"He's a fiendish umbrella wielding senator on the run. 
",-0.6
992,"He's a fiendish overambitious stage actor who must take medication to keep him sane
",-0.6
993,"He's a fiendish voodoo rock star from a doomed world.
",-0.6
994,"He's a time tossed coffee fuelled barbarian who hangs with the wrong crowd. 
",-0.6
995,"He's a fiendish moralistic hairdresser who must take medication to keep him sane. 
",-0.6
996,"He's a fiendish umbrella wielding farmboy possessed of the uncanny powers of an insect.
",-0.6
997,"He's a fiendish flyboy cat burglar with a robot buddy named Sparky.
",-0.6
998,"He's a hate fuelled soccer playing cop who hides his scarred face behind a mask.
",-0.6000000000000001
999,"He's a gun slinging overambitious shaman whom everyone believes is mad.
",-0.625
1000,"He's a war weary day dreaming grifter whom everyone believes is mad.
",-0.625
1001,"He's a scrappy bohemian gangster whom everyone believes is mad.
",-0.625
1002,"He's a jaded playboy gangster whom everyone believes is mad.
",-0.625
1003,"He's a leather clad shark wrestling astronaut whom everyone believes is mad.
",-0.625
1004,"He's a one legged shark wrestling grifter whom everyone believes is mad.
",-0.625
1005,"He's a war weary voodoo photographer whom everyone believes is mad. 
",-0.625
1006,"He's a maverick devious shaman whom everyone believes is mad.
",-0.625
1007,"He's a scarfaced ninja gentleman spy whom everyone believes is mad.
",-0.625
1008,"He's a war weary flyboy ex con whom everyone believes is mad. 
",-0.625
1009,"He's a benighted drug addicted messiah plagued by the memory of his family's brutal murder.
",-0.6375
1010,"He's a hate fuelled bohemian paranormal investigator on the wrong side of the law. 
",-0.65
1011,"He's a hate fuelled umbrella wielding househusband who hangs with the wrong crowd. 
",-0.65
1012,"He's a hate fuelled one eyed grifter who hangs with the wrong crowd
",-0.65
1013,"He's an uncontrollable playboy househusband gone bad.
",-0.6999999999999998
1014,"He's an ungodly vegetarian shaman gone bad. 
",-0.6999999999999998
1015,"He's a maverick dishevelled astronaut gone bad.
",-0.6999999999999998
1016,"He's a jaded arachnophobic gangster gone bad. 
",-0.6999999999999998
1017,"He's a witless one eyed librarian gone bad. 
",-0.6999999999999998
1018,"He's an unconventional umbrella wielding ex con gone bad. 
",-0.6999999999999998
1019,"He's an ungodly pirate senator gone bad.
",-0.6999999999999998
1020,"He's a jaded chivalrous vampire hunter gone bad. 
",-0.6999999999999998
1021,"He's a maverick soccer playing cat burglar gone bad
",-0.6999999999999998
1022,"He's a lounge singing amnesiac barbarian from a doomed world
",-0.7
1023,"He's a genetically engineered chivalrous barbarian living undercover at Ringling Bros. Circus. 
",-0.7
1024,"He's an immortal dishevelled barbarian from the 'hood.
",-0.7
1025,"He's an oversexed hunchbacked barbarian in a wheelchair. 
",-0.7
1026,"He's an obese misogynist barbarian on a mission from God. 
",-0.7
1027,"He's a genetically engineered Republican barbarian with a robot buddy named Sparky. 
",-0.7
1028,"He's an otherworldly shark wrestling barbarian haunted by memories of 'Nam. 
",-0.7
1029,"He's a hate fuelled pirate barbarian on a mission from God
",-0.75
1030,"He's a hate fuelled Amish matador in a wheelchair.
",-0.8
1031,"He's a hate fuelled pirate stage actor with a robot buddy named Sparky. 
",-0.8
1032,"He's a hate fuelled flyboy househusband on the edge,
",-0.8
1033,"He's a hate fuelled flyboy hairdresser on a mission from God.
",-0.8
1034,"He's a hate fuelled soccer playing cop looking for a cure to the poison coursing through his veins.
",-0.8
1035,"He's a hate fuelled devious romance novelist 
",-0.8
1036,"He's a hate fuelled skateboarding firefighter looking for a cure to the poison coursing through his veins. 
",-0.8
1037,"He's a hate fuelled one eyed photographer from the 'hood. 
",-0.8
1038,"He's a hate fuelled day dreaming photographer in a wheelchair.
",-0.8
1039,"He's a hate fuelled flyboy romance novelist possessed of the uncanny powers of an insect.
",-0.8
1040,"He's a hate fuelled one eyed stage actor living undercover at Ringling Bros. Circus. 
",-0.8
1041,"He's a hate fuelled arachnophobic paramedic plagued by the memory of his family's brutal murder.
",-0.8375
1042,"He's a hate fuelled playboy firefighter plagued by the memory of his family's brutal murder
",-0.8375
1043,"He's a one legged devious paranormal investigator plagued by the memory of his family's brutal murder.
",-0.875
1044,"He's a genetically engineered moralistic dog catcher plagued by the memory of his family's brutal murder
",-0.875
1045,"He's a jaded Amish cowboy plagued by the memory of his family's brutal murder.
",-0.875
1046,"He's a leather clad one eyed filmmaker plagued by the memory of his family's brutal murder. 
",-0.875
1047,"He's a war weary zombie stage actor plagued by the memory of his family's brutal murder. 
",-0.875
1048,"He's an obese albino farmboy plagued by the memory of his family's brutal murder.
",-0.875
1049,"He's an obese albino shaman plagued by the memory of his family's brutal murder.
",-0.875
